	legnum
evenBo44.oddBo55	11701
evenBo31.oddBo84	51881
evenBo32.oddBo20	47096
evenBo45.oddBo75	47068
evenBo35.oddBo42	34297
evenBo23.oddBo76	31012
evenBo6.oddBo25	24355
evenBo15.oddBo67	29399
evenBo41.oddBo32	53405
evenBo19.oddBo54	46135
evenBo35.oddBo11	25702
evenBo33.oddBo24	8983
evenBo7.oddBo37	5544
evenBo43.oddBo52	35168
evenBo50.oddBo65	23754
evenBo30.oddBo5	15804
evenBo34.oddBo24	12778
evenBo46.oddBo78	4186
evenBo33.oddBo47	90497
evenBo45.oddBo36	43535
evenBo48.oddBo34	22850
evenBo9.oddBo70	26034
evenBo47.oddBo17	4447
evenBo23.oddBo21	17600
evenBo40.oddBo83	69038
evenBo50.oddBo73	18933
evenBo23.oddBo14	3830
evenBo44.oddBo36	17905
evenBo13.oddBo55	8880
evenBo22.oddBo61	3099
evenBo11.oddBo39	26647
evenBo23.oddBo38	27062
evenBo23.oddBo42	15581
evenBo35.oddBo15	22238
evenBo39.oddBo28	4423
evenBo26.oddBo51	27406
evenBo15.oddBo20	1961
evenBo3.oddBo35	4006
evenBo26.oddBo5	23094
evenBo43.oddBo87	11446
evenBo5.oddBo33	6832
evenBo31.oddBo88	6138
evenBo42.oddBo5	3692
evenBo30.oddBo13	11024
evenBo40.oddBo37	23835
evenBo19.oddBo70	5614
evenBo24.oddBo39	18520
evenBo25.oddBo81	16008
evenBo7.oddBo36	4910
evenBo31.oddBo13	9052
evenBo29.oddBo86	21288
evenBo39.oddBo69	25003
evenBo17.oddBo71	21511
evenBo25.oddBo72	23833
evenBo8.oddBo38	36560
evenBo39.oddBo13	24262
evenBo36.oddBo41	49655
evenBo31.oddBo93	10681
evenBo33.oddBo86	17338
evenBo30.oddBo46	43627
evenBo27.oddBo53	22072
evenBo24.oddBo60	15823
evenBo46.oddBo37	25807
evenBo38.oddBo36	29265
evenBo42.oddBo42	36130
evenBo44.oddBo63	12309
evenBo5.oddBo30	29054
evenBo49.oddBo18	6733
evenBo39.oddBo63	57697
evenBo12.oddBo47	8313
evenBo35.oddBo69	13851
evenBo16.oddBo89	2511
evenBo11.oddBo55	11146
evenBo25.oddBo76	16697
evenBo19.oddBo72	23794
evenBo32.oddBo93	16979
evenBo18.oddBo64	2757
evenBo21.oddBo93	555
evenBo30.oddBo45	48301
evenBo36.oddBo94	4968
evenBo43.oddBo36	18607
evenBo32.oddBo31	22265
evenBo35.oddBo36	70490
evenBo41.oddBo16	23786
evenBo9.oddBo14	13467
evenBo35.oddBo57	1770
evenBo14.oddBo53	53737
evenBo35.oddBo82	9698
evenBo30.oddBo48	32929
evenBo43.oddBo74	54029
evenBo40.oddBo35	11024
evenBo26.oddBo25	19327
evenBo15.oddBo49	19605
evenBo35.oddBo61	28605
evenBo6.oddBo62	46989
evenBo15.oddBo21	749
evenBo46.oddBo89	12857
evenBo43.oddBo78	24424
evenBo5.oddBo48	17902
evenBo24.oddBo71	30451
evenBo36.oddBo79	19038
evenBo7.oddBo43	100411
evenBo8.oddBo51	14203
evenBo32.oddBo37	39906
evenBo16.oddBo73	52751
evenBo17.oddBo51	50368
evenBo13.oddBo54	4401
evenBo30.oddBo15	7977
evenBo31.oddBo80	31334
evenBo18.oddBo12	38611
evenBo8.oddBo29	20700
evenBo32.oddBo36	22324
evenBo21.oddBo37	33129
evenBo28.oddBo4	24985
evenBo25.oddBo85	25098
evenBo9.oddBo48	13004
evenBo45.oddBo63	5149
evenBo27.oddBo60	7669
evenBo3.oddBo42	1788
evenBo40.oddBo69	69463
evenBo40.oddBo56	3194
evenBo8.oddBo42	19215
evenBo40.oddBo72	67037
evenBo19.oddBo73	15267
evenBo28.oddBo44	21758
evenBo27.oddBo11	6206
evenBo45.oddBo39	5886
evenBo38.oddBo68	35426
evenBo5.oddBo92	617
evenBo36.oddBo36	68418
evenBo23.oddBo16	3995
evenBo10.oddBo50	27491
evenBo33.oddBo49	21025
evenBo39.oddBo56	1183
evenBo18.oddBo33	17263
evenBo49.oddBo71	31555
evenBo12.oddBo42	3393
evenBo47.oddBo72	33755
evenBo5.oddBo61	28628
evenBo20.oddBo37	38650
evenBo2.oddBo90	2050
evenBo15.oddBo37	58162
evenBo38.oddBo62	60108
evenBo35.oddBo58	56980
evenBo50.oddBo86	40474
evenBo24.oddBo7	16732
evenBo16.oddBo79	10905
evenBo2.oddBo54	35759
evenBo30.oddBo66	41778
evenBo40.oddBo21	13745
evenBo10.oddBo77	451
evenBo32.oddBo38	55943
evenBo16.oddBo36	26346
evenBo19.oddBo18	16601
evenBo10.oddBo2	1796
evenBo31.oddBo92	21593
evenBo50.oddBo26	15714
evenBo1.oddBo46	3791
evenBo37.oddBo73	58570
evenBo36.oddBo50	29797
evenBo35.oddBo23	8042
evenBo13.oddBo68	4790
evenBo47.oddBo48	9434
evenBo46.oddBo58	31992
evenBo12.oddBo26	7732
evenBo15.oddBo56	10309
evenBo44.oddBo48	12757
evenBo22.oddBo48	23582
evenBo40.oddBo86	35006
evenBo12.oddBo50	9679
evenBo2.oddBo46	15503
evenBo6.oddBo65	42153
evenBo18.oddBo54	19932
evenBo18.oddBo56	34924
evenBo39.oddBo16	8020
evenBo34.oddBo20	12306
evenBo49.oddBo35	1774
evenBo26.oddBo64	10224
evenBo31.oddBo77	39653
evenBo18.oddBo39	38335
evenBo39.oddBo18	21707
evenBo43.oddBo65	6165
evenBo28.oddBo50	33252
evenBo35.oddBo80	18140
evenBo28.oddBo85	13493
evenBo14.oddBo55	25417
evenBo1.oddBo49	6665
evenBo26.oddBo85	35520
evenBo28.oddBo9	5462
evenBo47.oddBo69	24627
evenBo22.oddBo8	11702
evenBo13.oddBo75	9696
evenBo14.oddBo36	13027
evenBo18.oddBo43	24142
evenBo15.oddBo35	26740
evenBo37.oddBo61	17541
evenBo20.oddBo36	19258
evenBo37.oddBo40	41259
evenBo50.oddBo85	47451
evenBo28.oddBo1	9867
evenBo39.oddBo85	32650
evenBo12.oddBo60	18356
evenBo39.oddBo34	12704
evenBo9.oddBo52	32275
evenBo35.oddBo6	2246
evenBo38.oddBo30	8850
evenBo39.oddBo71	48192
evenBo37.oddBo21	36833
evenBo10.oddBo55	5466
evenBo47.oddBo57	12554
evenBo4.oddBo26	50589
evenBo26.oddBo9	4771
evenBo4.oddBo60	25516
evenBo38.oddBo28	14355
evenBo48.oddBo82	9740
evenBo37.oddBo74	14788
evenBo44.oddBo47	6384
evenBo37.oddBo8	26600
evenBo16.oddBo43	17794
evenBo41.oddBo42	30846
evenBo47.oddBo49	13228
evenBo49.oddBo89	28942
evenBo36.oddBo6	3318
evenBo33.oddBo16	8756
evenBo17.oddBo59	33018
evenBo7.oddBo45	8842
evenBo16.oddBo70	32955
evenBo9.oddBo73	3732
evenBo27.oddBo59	19993
evenBo24.oddBo79	18343
evenBo17.oddBo26	10338
evenBo38.oddBo1	4237
evenBo6.oddBo38	7410
evenBo48.oddBo29	802
evenBo28.oddBo6	21887
evenBo34.oddBo82	11767
evenBo24.oddBo38	22951
evenBo31.oddBo91	16701
evenBo32.oddBo33	38309
evenBo33.oddBo82	18638
evenBo7.oddBo83	1189
evenBo14.oddBo5	2895
evenBo18.oddBo5	46689
evenBo17.oddBo80	15140
evenBo12.oddBo71	9078
evenBo40.oddBo12	16151
evenBo9.oddBo42	9930
evenBo35.oddBo78	6267
evenBo36.oddBo72	33232
evenBo4.oddBo54	4619
evenBo14.oddBo72	10589
evenBo45.oddBo70	29274
evenBo35.oddBo46	64058
evenBo4.oddBo44	14935
evenBo21.oddBo59	6397
evenBo41.oddBo74	27542
evenBo13.oddBo69	36670
evenBo42.oddBo27	10266
evenBo7.oddBo48	17587
evenBo39.oddBo1	2182
evenBo10.oddBo59	17533
evenBo2.oddBo35	21283
evenBo31.oddBo47	27882
evenBo25.oddBo80	19830
evenBo34.oddBo85	45042
evenBo39.oddBo94	6756
evenBo36.oddBo92	8571
evenBo45.oddBo40	9389
evenBo26.oddBo10	7852
evenBo49.oddBo90	24392
evenBo23.oddBo48	32888
evenBo16.oddBo18	17648
evenBo16.oddBo80	6509
evenBo43.oddBo66	25307
evenBo26.oddBo3	31033
evenBo26.oddBo91	20284
evenBo34.oddBo90	7250
evenBo27.oddBo16	6316
evenBo14.oddBo43	19941
evenBo32.oddBo3	14870
evenBo40.oddBo74	18601
evenBo32.oddBo1	3090
evenBo49.oddBo73	17899
evenBo12.oddBo70	12275
evenBo1.oddBo43	7324
evenBo26.oddBo72	28847
evenBo49.oddBo82	2750
evenBo3.oddBo18	1854
evenBo38.oddBo14	3127
evenBo16.oddBo40	39765
evenBo37.oddBo35	59978
evenBo46.oddBo80	5633
evenBo21.oddBo44	30522
evenBo5.oddBo49	5324
evenBo41.oddBo34	17114
evenBo3.oddBo33	34977
evenBo35.oddBo64	7232
evenBo49.oddBo64	9664
evenBo18.oddBo15	15550
evenBo23.oddBo75	43649
evenBo32.oddBo16	18286
evenBo10.oddBo19	3104
evenBo40.oddBo8	16808
evenBo23.oddBo34	50658
evenBo17.oddBo65	23804
evenBo33.oddBo53	1036
evenBo25.oddBo61	6323
evenBo47.oddBo67	28438
evenBo42.oddBo11	11811
evenBo36.oddBo84	23157
evenBo11.oddBo74	35277
evenBo13.oddBo62	11636
evenBo22.oddBo80	9047
evenBo12.oddBo91	2030
evenBo38.oddBo78	12762
evenBo25.oddBo54	16394
evenBo10.oddBo44	36759
evenBo50.oddBo88	18177
evenBo20.oddBo17	12659
evenBo27.oddBo47	33493
evenBo9.oddBo18	9504
evenBo49.oddBo74	9620
evenBo28.oddBo62	9670
evenBo17.oddBo66	28032
evenBo38.oddBo6	1094
evenBo5.oddBo50	33488
evenBo15.oddBo74	12092
evenBo24.oddBo83	8481
evenBo7.oddBo33	24263
evenBo38.oddBo42	49830
evenBo8.oddBo25	22971
evenBo6.oddBo4	461
evenBo14.oddBo35	15500
evenBo15.oddBo64	31089
evenBo14.oddBo40	8195
evenBo11.oddBo60	14074
evenBo17.oddBo36	36199
evenBo35.oddBo30	25209
evenBo24.oddBo55	20581
evenBo22.oddBo83	10919
evenBo23.oddBo12	5645
evenBo36.oddBo39	26647
evenBo42.oddBo40	24530
evenBo17.oddBo64	16121
evenBo9.oddBo51	53201
evenBo37.oddBo70	27097
evenBo33.oddBo5	3694
evenBo41.oddBo90	4550
evenBo31.oddBo87	2509
evenBo37.oddBo26	8663
evenBo44.oddBo16	1014
evenBo20.oddBo29	2609
evenBo17.oddBo17	15944
evenBo40.oddBo85	20803
evenBo46.oddBo14	8662
evenBo50.oddBo27	8082
evenBo30.oddBo85	13769
evenBo40.oddBo50	30793
evenBo12.oddBo15	8669
evenBo23.oddBo30	24020
evenBo37.oddBo23	21573
evenBo45.oddBo46	9761
evenBo23.oddBo39	14518
evenBo43.oddBo73	17843
evenBo39.oddBo46	29680
evenBo9.oddBo30	26069
evenBo13.oddBo33	6933
evenBo49.oddBo33	5685
evenBo25.oddBo13	1418
evenBo17.oddBo60	22027
evenBo21.oddBo50	32635
evenBo22.oddBo92	1055
evenBo16.oddBo76	29451
evenBo29.oddBo74	26079
evenBo39.oddBo21	17271
evenBo40.oddBo18	17301
evenBo3.oddBo57	28265
evenBo27.oddBo68	59970
evenBo28.oddBo20	19669
evenBo9.oddBo54	20499
evenBo41.oddBo9	7154
evenBo49.oddBo22	7656
evenBo9.oddBo66	19992
evenBo6.oddBo92	1180
evenBo31.oddBo36	21094
evenBo8.oddBo30	8166
evenBo48.oddBo67	17879
evenBo43.oddBo76	36284
evenBo1.oddBo85	2318
evenBo43.oddBo79	36426
evenBo31.oddBo7	12939
evenBo29.oddBo59	14099
evenBo20.oddBo85	4112
evenBo17.oddBo76	11702
evenBo30.oddBo2	15410
evenBo40.oddBo51	21381
evenBo10.oddBo38	22495
evenBo35.oddBo81	10313
evenBo41.oddBo41	22569
evenBo12.oddBo59	36304
evenBo48.oddBo35	4381
evenBo25.oddBo50	43697
evenBo29.oddBo66	18577
evenBo40.oddBo54	37522
evenBo17.oddBo62	38398
evenBo13.oddBo15	3572
evenBo6.oddBo49	22565
evenBo40.oddBo29	5472
evenBo30.oddBo39	43981
evenBo6.oddBo30	19667
evenBo8.oddBo44	25065
evenBo42.oddBo92	39982
evenBo48.oddBo21	2855
evenBo13.oddBo10	5402
evenBo10.oddBo52	17620
evenBo21.oddBo9	25817
evenBo48.oddBo78	6074
evenBo10.oddBo30	12269
evenBo37.oddBo88	7102
evenBo7.oddBo27	17788
evenBo38.oddBo23	18395
evenBo17.oddBo74	14861
evenBo23.oddBo46	32982
evenBo29.oddBo63	50659
evenBo19.oddBo37	22281
evenBo33.oddBo73	27201
evenBo13.oddBo43	21791
evenBo44.oddBo53	56344
evenBo6.oddBo84	707
evenBo6.oddBo26	6184
evenBo43.oddBo13	4645
evenBo34.oddBo52	5526
evenBo28.oddBo78	10275
evenBo27.oddBo82	15473
evenBo39.oddBo25	10393
evenBo45.oddBo11	7114
evenBo6.oddBo96	1664
evenBo49.oddBo62	10531
evenBo38.oddBo57	14249
evenBo10.oddBo37	13949
evenBo40.oddBo42	36524
evenBo14.oddBo48	23223
evenBo23.oddBo9	7275
evenBo21.oddBo13	15887
evenBo37.oddBo25	23566
evenBo31.oddBo32	19802
evenBo17.oddBo54	13623
evenBo29.oddBo50	37697
evenBo45.oddBo87	3127
evenBo21.oddBo69	672
evenBo31.oddBo6	6056
evenBo41.oddBo70	21407
evenBo20.oddBo15	15258
evenBo19.oddBo83	14354
evenBo41.oddBo60	51714
evenBo24.oddBo61	11779
evenBo33.oddBo33	41690
evenBo26.oddBo31	13510
evenBo24.oddBo86	35082
evenBo18.oddBo85	5223
evenBo42.oddBo53	25806
evenBo5.oddBo32	8023
evenBo41.oddBo95	3594
evenBo14.oddBo56	24022
evenBo37.oddBo86	27828
evenBo39.oddBo75	29432
evenBo2.oddBo44	11576
evenBo30.oddBo4	9580
evenBo2.oddBo23	2029
evenBo43.oddBo84	25666
evenBo4.oddBo85	1383
evenBo39.oddBo14	28358
evenBo50.oddBo24	9333
evenBo33.oddBo32	21483
evenBo22.oddBo60	4865
evenBo1.oddBo76	2747
evenBo42.oddBo30	27813
evenBo36.oddBo30	10142
evenBo19.oddBo1	4024
evenBo4.oddBo21	9664
evenBo47.oddBo45	7850
evenBo26.oddBo59	6475
evenBo41.oddBo13	23530
evenBo23.oddBo28	10975
evenBo38.oddBo54	1242
evenBo18.oddBo14	9259
evenBo17.oddBo28	7910
evenBo40.oddBo24	9346
evenBo8.oddBo5	1342
evenBo36.oddBo66	44755
evenBo17.oddBo73	36735
evenBo8.oddBo39	35092
evenBo47.oddBo53	698
evenBo36.oddBo87	4673
evenBo50.oddBo29	15671
evenBo33.oddBo80	8752
evenBo11.oddBo86	964
evenBo27.oddBo10	7999
evenBo31.oddBo82	11547
evenBo46.oddBo55	29324
evenBo21.oddBo26	21488
evenBo44.oddBo68	13142
evenBo16.oddBo21	1371
evenBo32.oddBo66	18694
evenBo5.oddBo52	20172
evenBo18.oddBo2	16167
evenBo25.oddBo49	19419
evenBo46.oddBo86	24868
evenBo35.oddBo24	15046
evenBo11.oddBo34	6930
evenBo31.oddBo2	4598
evenBo12.oddBo57	36227
evenBo39.oddBo3	682
evenBo23.oddBo70	5722
evenBo12.oddBo41	14922
evenBo35.oddBo91	15004
evenBo10.oddBo57	17902
evenBo39.oddBo36	25600
evenBo26.oddBo50	16048
evenBo36.oddBo12	35652
evenBo41.oddBo89	18741
evenBo30.oddBo8	18067
evenBo29.oddBo85	27339
evenBo21.oddBo78	28664
evenBo22.oddBo55	19027
evenBo20.oddBo54	18396
evenBo25.oddBo33	24806
evenBo9.oddBo41	9967
evenBo4.oddBo4	7382
evenBo42.oddBo20	1535
evenBo42.oddBo26	12157
evenBo5.oddBo75	1320
evenBo24.oddBo46	16108
evenBo8.oddBo24	21070
evenBo43.oddBo49	7859
evenBo1.oddBo79	2551
evenBo43.oddBo58	10007
evenBo26.oddBo41	16168
evenBo19.oddBo19	10833
evenBo46.oddBo92	15970
evenBo23.oddBo29	5851
evenBo10.oddBo40	7391
evenBo5.oddBo47	14215
evenBo32.oddBo74	41238
evenBo19.oddBo84	11404
evenBo3.oddBo45	9503
evenBo7.oddBo53	28611
evenBo27.oddBo67	42189
evenBo18.oddBo55	25844
evenBo25.oddBo38	28853
evenBo13.oddBo39	23583
evenBo29.oddBo40	25729
evenBo48.oddBo71	7303
evenBo7.oddBo2	306
evenBo20.oddBo82	7805
evenBo12.oddBo69	51799
evenBo1.oddBo30	10250
evenBo3.oddBo46	3420
evenBo26.oddBo39	19193
evenBo43.oddBo67	52108
evenBo25.oddBo71	18915
evenBo22.oddBo31	4068
evenBo35.oddBo92	21173
evenBo35.oddBo27	4641
evenBo29.oddBo41	22252
evenBo34.oddBo28	30698
evenBo1.oddBo51	25334
evenBo45.oddBo54	14032
evenBo6.oddBo39	4731
evenBo13.oddBo73	19027
evenBo37.oddBo39	30725
evenBo39.oddBo29	8927
evenBo12.oddBo30	6829
evenBo20.oddBo55	21404
evenBo16.oddBo72	18468
evenBo50.oddBo8	968
evenBo31.oddBo90	6740
evenBo23.oddBo36	29250
evenBo26.oddBo33	20833
evenBo11.oddBo64	12642
evenBo41.oddBo53	16813
evenBo3.oddBo66	4128
evenBo37.oddBo42	51989
evenBo15.oddBo44	1968
evenBo18.oddBo82	6273
evenBo38.oddBo65	39437
evenBo37.oddBo27	10511
evenBo39.oddBo95	2949
evenBo26.oddBo42	22380
evenBo4.oddBo42	20951
evenBo22.oddBo93	1267
evenBo27.oddBo26	14464
evenBo6.oddBo51	39308
evenBo25.oddBo8	6877
evenBo40.oddBo4	1163
evenBo40.oddBo93	16449
evenBo1.oddBo28	12020
evenBo41.oddBo19	1998
evenBo30.oddBo41	43593
evenBo6.oddBo46	20048
evenBo47.oddBo79	3789
evenBo38.oddBo17	14934
evenBo24.oddBo48	22576
evenBo12.oddBo72	6461
evenBo8.oddBo80	747
evenBo2.oddBo29	4580
evenBo33.oddBo58	39703
evenBo9.oddBo7	603
evenBo27.oddBo37	25841
evenBo1.oddBo58	953
evenBo50.oddBo14	876
evenBo6.oddBo80	2697
evenBo15.oddBo39	13541
evenBo28.oddBo13	2042
evenBo13.oddBo38	5520
evenBo29.oddBo31	7618
evenBo24.oddBo8	4204
evenBo50.oddBo83	12111
evenBo33.oddBo4	23616
evenBo20.oddBo25	15955
evenBo5.oddBo55	3898
evenBo29.oddBo81	5504
evenBo45.oddBo43	5346
evenBo3.oddBo82	923
evenBo11.oddBo13	1877
evenBo28.oddBo18	4049
evenBo9.oddBo49	16045
evenBo42.oddBo94	3162
evenBo33.oddBo93	23104
evenBo33.oddBo28	17715
evenBo17.oddBo68	13329
evenBo8.oddBo14	10215
evenBo40.oddBo36	16363
evenBo32.oddBo19	16182
evenBo13.oddBo56	9214
evenBo19.oddBo41	18308
evenBo22.oddBo81	6421
evenBo45.oddBo91	27649
evenBo50.oddBo21	6601
evenBo22.oddBo36	8637
evenBo43.oddBo63	14341
evenBo26.oddBo22	5764
evenBo27.oddBo86	20476
evenBo17.oddBo48	24354
evenBo8.oddBo66	35998
evenBo48.oddBo43	1464
evenBo45.oddBo95	1883
evenBo27.oddBo85	15001
evenBo46.oddBo53	2061
evenBo7.oddBo50	7313
evenBo46.oddBo68	26160
evenBo42.oddBo69	14990
evenBo16.oddBo2	1108
evenBo22.oddBo30	8095
evenBo14.oddBo85	1290
evenBo36.oddBo2	3552
evenBo18.oddBo6	17947
evenBo1.oddBo73	929
evenBo10.oddBo61	11708
evenBo27.oddBo92	7309
evenBo13.oddBo81	1653
evenBo20.oddBo11	13966
evenBo19.oddBo33	21911
evenBo18.oddBo13	27599
evenBo30.oddBo61	30272
evenBo31.oddBo96	3561
evenBo25.oddBo42	8010
evenBo3.oddBo30	4081
evenBo37.oddBo30	8932
evenBo8.oddBo32	9328
evenBo1.oddBo35	1179
evenBo30.oddBo10	9545
evenBo32.oddBo26	4650
evenBo11.oddBo32	4919
evenBo19.oddBo81	27300
evenBo46.oddBo60	16534
evenBo19.oddBo96	1734
evenBo9.oddBo32	5500
evenBo30.oddBo86	5676
evenBo12.oddBo53	5987
evenBo25.oddBo7	16445
evenBo31.oddBo27	11350
evenBo14.oddBo38	10362
evenBo27.oddBo49	21432
evenBo47.oddBo65	14427
evenBo40.oddBo52	2787
evenBo17.oddBo31	3738
evenBo33.oddBo56	1724
evenBo38.oddBo7	60304
evenBo29.oddBo10	5241
evenBo15.oddBo69	12644
evenBo33.oddBo70	15918
evenBo36.oddBo28	22491
evenBo8.oddBo1	1334
evenBo42.oddBo10	15891
evenBo24.oddBo49	27141
evenBo34.oddBo91	11662
evenBo4.oddBo50	3266
evenBo4.oddBo62	18452
evenBo16.oddBo50	22337
evenBo8.oddBo52	31386
evenBo4.oddBo55	1025
evenBo14.oddBo66	35680
evenBo21.oddBo53	22841
evenBo45.oddBo64	6440
evenBo19.oddBo5	27895
evenBo20.oddBo73	15269
evenBo9.oddBo36	3836
evenBo16.oddBo27	12324
evenBo40.oddBo94	9389
evenBo14.oddBo62	46278
evenBo24.oddBo63	14169
evenBo42.oddBo35	35629
evenBo42.oddBo15	4585
evenBo32.oddBo32	26673
evenBo9.oddBo26	30644
evenBo20.oddBo67	2768
evenBo38.oddBo32	15223
evenBo21.oddBo85	9866
evenBo15.oddBo43	3259
evenBo6.oddBo66	8083
evenBo15.oddBo15	6363
evenBo9.oddBo89	1657
evenBo43.oddBo53	26336
evenBo7.oddBo54	16120
evenBo34.oddBo10	11042
evenBo47.oddBo35	4838
evenBo48.oddBo90	26780
evenBo36.oddBo90	7330
evenBo12.oddBo81	545
evenBo17.oddBo14	9495
evenBo27.oddBo12	1184
evenBo30.oddBo36	45935
evenBo42.oddBo85	56538
evenBo11.oddBo30	15056
evenBo41.oddBo92	10411
evenBo28.oddBo79	8811
evenBo14.oddBo15	9574
evenBo28.oddBo55	41493
evenBo20.oddBo9	28350
evenBo28.oddBo96	880
evenBo27.oddBo13	6346
evenBo7.oddBo28	12405
evenBo43.oddBo54	5838
evenBo25.oddBo37	26356
evenBo19.oddBo46	4198
evenBo44.oddBo31	709
evenBo17.oddBo91	1481
evenBo6.oddBo29	6570
evenBo10.oddBo39	10395
evenBo1.oddBo37	5075
evenBo14.oddBo58	44456
evenBo41.oddBo91	11251
evenBo34.oddBo71	10755
evenBo41.oddBo68	7136
evenBo34.oddBo2	1968
evenBo12.oddBo32	22688
evenBo15.oddBo18	19653
evenBo20.oddBo3	10565
evenBo19.oddBo55	10077
evenBo10.oddBo29	6596
evenBo33.oddBo27	2131
evenBo42.oddBo41	37816
evenBo49.oddBo42	1250
evenBo6.oddBo13	2553
evenBo29.oddBo26	6963
evenBo49.oddBo21	7686
evenBo35.oddBo83	19284
evenBo35.oddBo90	15454
evenBo41.oddBo48	40428
evenBo9.oddBo34	7699
evenBo32.oddBo63	32722
evenBo17.oddBo30	9644
evenBo47.oddBo88	4180
evenBo41.oddBo56	22743
evenBo7.oddBo55	1566
evenBo42.oddBo50	10694
evenBo6.oddBo48	11308
evenBo15.oddBo29	5571
evenBo47.oddBo34	16320
evenBo26.oddBo80	17930
evenBo24.oddBo72	25176
evenBo33.oddBo81	9114
evenBo2.oddBo17	2700
evenBo35.oddBo8	18898
evenBo9.oddBo58	7479
evenBo33.oddBo8	7682
evenBo33.oddBo15	10431
evenBo4.oddBo41	6039
evenBo33.oddBo71	47710
evenBo42.oddBo87	4297
evenBo25.oddBo60	5755
evenBo25.oddBo6	31099
evenBo11.oddBo4	1486
evenBo44.oddBo43	6508
evenBo2.oddBo55	18045
evenBo42.oddBo28	38587
evenBo42.oddBo81	27360
evenBo18.oddBo47	17892
evenBo14.oddBo74	17044
evenBo17.oddBo6	26118
evenBo48.oddBo25	1930
evenBo37.oddBo22	16975
evenBo41.oddBo39	23788
evenBo32.oddBo12	4792
evenBo43.oddBo61	15386
evenBo10.oddBo32	3120
evenBo46.oddBo3	588
evenBo50.oddBo71	16234
evenBo17.oddBo5	18478
evenBo11.oddBo57	13629
evenBo28.oddBo17	10756
evenBo9.oddBo78	1329
evenBo11.oddBo63	24171
evenBo15.oddBo10	37020
evenBo14.oddBo27	28010
evenBo48.oddBo44	2325
evenBo18.oddBo19	33786
evenBo46.oddBo77	8058
evenBo4.oddBo88	3056
evenBo24.oddBo16	4016
evenBo36.oddBo70	24065
evenBo41.oddBo62	76777
evenBo25.oddBo53	33357
evenBo27.oddBo5	12220
evenBo32.oddBo86	12589
evenBo26.oddBo45	53981
evenBo22.oddBo21	6382
evenBo8.oddBo28	13087
evenBo39.oddBo52	11397
evenBo32.oddBo4	3949
evenBo50.oddBo79	8146
evenBo9.oddBo55	18768
evenBo5.oddBo41	7294
evenBo7.oddBo59	17531
evenBo43.oddBo42	6998
evenBo25.oddBo52	8866
evenBo45.oddBo14	5517
evenBo32.oddBo68	26343
evenBo12.oddBo18	7882
evenBo41.oddBo29	19711
evenBo21.oddBo60	7957
evenBo4.oddBo61	9029
evenBo20.oddBo92	689
evenBo22.oddBo71	3172
evenBo44.oddBo19	1574
evenBo22.oddBo26	13770
evenBo1.oddBo6	842
evenBo39.oddBo11	8153
evenBo42.oddBo23	840
evenBo22.oddBo65	2520
evenBo21.oddBo56	16182
evenBo25.oddBo86	17019
evenBo39.oddBo57	17367
evenBo32.oddBo34	46471
evenBo24.oddBo44	17420
evenBo44.oddBo58	16318
evenBo44.oddBo18	519
evenBo20.oddBo35	7329
evenBo19.oddBo32	14826
evenBo18.oddBo49	39314
evenBo4.oddBo33	3765
evenBo25.oddBo84	16498
evenBo11.oddBo47	4001
evenBo43.oddBo90	9546
evenBo23.oddBo24	3940
evenBo9.oddBo57	4050
evenBo24.oddBo68	28103
evenBo50.oddBo43	1251
evenBo21.oddBo6	1426
evenBo50.oddBo25	11067
evenBo28.oddBo39	13245
evenBo33.oddBo68	6027
evenBo15.oddBo31	9309
evenBo34.oddBo6	10801
evenBo37.oddBo54	1258
evenBo9.oddBo21	16438
evenBo48.oddBo75	7241
evenBo41.oddBo17	8084
evenBo20.oddBo26	10805
evenBo18.oddBo83	5094
evenBo44.oddBo64	4635
evenBo3.oddBo49	3465
evenBo17.oddBo10	1873
evenBo40.oddBo11	13869
evenBo2.oddBo19	836
evenBo19.oddBo61	1399
evenBo27.oddBo7	5773
evenBo42.oddBo36	16407
evenBo12.oddBo87	691
evenBo7.oddBo49	12828
evenBo15.oddBo45	5291
evenBo1.oddBo29	901
evenBo13.oddBo34	13957
evenBo28.oddBo40	5608
evenBo30.oddBo93	4588
evenBo37.oddBo87	14111
evenBo36.oddBo27	9336
evenBo28.oddBo34	18471
evenBo44.oddBo45	12919
evenBo49.oddBo56	1145
evenBo31.oddBo5	10663
evenBo1.oddBo66	822
evenBo3.oddBo80	245
evenBo18.oddBo9	5943
evenBo43.oddBo85	19980
evenBo4.oddBo28	17683
evenBo5.oddBo24	1335
evenBo13.oddBo72	8820
evenBo48.oddBo87	16420
evenBo25.oddBo9	9117
evenBo1.oddBo80	1040
evenBo33.oddBo52	12407
evenBo10.oddBo70	24160
evenBo36.oddBo4	2612
evenBo29.oddBo2	6594
evenBo5.oddBo34	2815
evenBo15.oddBo87	1544
evenBo4.oddBo78	1342
evenBo30.oddBo79	10844
evenBo27.oddBo72	18149
evenBo43.oddBo55	16322
evenBo14.oddBo21	1684
evenBo43.oddBo68	9898
evenBo12.oddBo54	16783
evenBo16.oddBo78	15399
evenBo39.oddBo70	19180
evenBo9.oddBo47	14503
evenBo35.oddBo19	9287
evenBo47.oddBo15	3801
evenBo25.oddBo95	612
evenBo44.oddBo25	1561
evenBo32.oddBo89	4018
evenBo37.oddBo16	18608
evenBo36.oddBo56	1781
