spot_id	x	y	legnum
evenBo43.oddBo39	7	57	2396
evenBo45.oddBo64	5	32	2360
evenBo1.oddBo32	49	64	1269
evenBo8.oddBo25	42	71	8932
evenBo48.oddBo18	2	78	7481
evenBo48.oddBo24	2	72	15081
evenBo9.oddBo22	41	74	3746
evenBo34.oddBo38	16	58	16814
evenBo28.oddBo66	22	30	12873
evenBo30.oddBo12	20	84	2331
evenBo17.oddBo70	33	26	3482
evenBo5.oddBo16	45	80	1410
evenBo3.oddBo55	47	41	806
evenBo32.oddBo32	18	64	9067
evenBo13.oddBo49	37	47	9217
evenBo12.oddBo27	38	69	2750
evenBo22.oddBo40	28	56	9410
evenBo2.oddBo37	48	59	2047
evenBo30.oddBo8	20	88	2115
evenBo30.oddBo24	20	72	3138
evenBo24.oddBo21	26	75	5363
evenBo48.oddBo65	2	31	2328
evenBo37.oddBo39	13	57	9331
evenBo31.oddBo34	19	62	3107
evenBo6.oddBo6	44	90	555
evenBo30.oddBo21	20	75	5198
evenBo25.oddBo42	25	54	8454
evenBo50.oddBo45	0	51	899
evenBo20.oddBo14	30	82	2725
evenBo1.oddBo50	49	46	1500
evenBo45.oddBo13	5	83	2799
evenBo12.oddBo22	38	74	1201
evenBo46.oddBo14	4	82	3172
evenBo31.oddBo31	19	65	5008
evenBo34.oddBo24	16	72	10883
evenBo6.oddBo41	44	55	3810
evenBo47.oddBo50	3	46	354
evenBo7.oddBo4	43	92	518
evenBo15.oddBo48	35	48	3154
evenBo44.oddBo2	6	94	1661
evenBo8.oddBo40	42	56	7760
evenBo2.oddBo10	48	86	905
evenBo6.oddBo33	44	63	1446
evenBo39.oddBo12	11	84	11887
evenBo5.oddBo41	45	55	1132
evenBo26.oddBo21	24	75	2500
evenBo24.oddBo17	26	79	1622
evenBo11.oddBo35	39	61	4433
evenBo16.oddBo24	34	72	1509
evenBo42.oddBo51	8	45	2315
evenBo16.oddBo26	34	70	5070
evenBo38.oddBo9	12	87	1495
evenBo20.oddBo68	30	28	7887
evenBo19.oddBo9	31	87	1645
evenBo14.oddBo68	36	28	2789
evenBo8.oddBo17	42	79	923
evenBo40.oddBo25	10	71	5819
evenBo42.oddBo4	8	92	868
evenBo10.oddBo66	40	30	2444
evenBo8.oddBo23	42	73	1353
evenBo38.oddBo44	12	52	9090
evenBo32.oddBo40	18	56	2218
evenBo21.oddBo3	29	93	1529
evenBo19.oddBo18	31	78	3146
evenBo24.oddBo23	26	73	1930
evenBo24.oddBo22	26	74	3010
evenBo36.oddBo4	14	92	1236
evenBo11.oddBo25	39	71	1551
evenBo10.oddBo70	40	26	688
evenBo48.oddBo13	2	83	2846
evenBo5.oddBo32	45	64	1096
evenBo19.oddBo2	31	94	1818
evenBo13.oddBo7	37	89	1164
evenBo25.oddBo5	25	91	1525
evenBo50.oddBo4	0	92	684
evenBo36.oddBo28	14	68	5627
evenBo21.oddBo30	29	66	3022
evenBo27.oddBo13	23	83	3671
evenBo43.oddBo2	7	94	1319
evenBo44.oddBo38	6	58	10570
evenBo49.oddBo68	1	28	13950
evenBo7.oddBo6	43	90	574
evenBo22.oddBo11	28	85	802
evenBo17.oddBo9	33	87	700
evenBo24.oddBo25	26	71	4531
evenBo47.oddBo45	3	51	635
evenBo21.oddBo15	29	81	8700
evenBo19.oddBo15	31	81	2956
evenBo13.oddBo11	37	85	1095
evenBo1.oddBo10	49	86	572
evenBo34.oddBo14	16	82	5270
evenBo8.oddBo2	42	94	1018
evenBo8.oddBo15	42	81	1123
evenBo1.oddBo15	49	81	1053
evenBo21.oddBo16	29	80	1757
evenBo14.oddBo18	36	78	1236
evenBo45.oddBo9	5	87	843
evenBo2.oddBo67	48	29	807
evenBo11.oddBo2	39	94	923
evenBo7.oddBo70	43	26	1901
evenBo31.oddBo6	19	90	3188
evenBo28.oddBo42	22	54	4449
evenBo20.oddBo15	30	81	1670
evenBo13.oddBo44	37	52	3311
evenBo15.oddBo34	35	62	2849
evenBo15.oddBo10	35	86	1309
evenBo8.oddBo34	42	62	10691
evenBo39.oddBo27	11	69	4120
evenBo40.oddBo10	10	86	1886
evenBo40.oddBo16	10	80	5473
evenBo10.oddBo46	40	50	15547
evenBo31.oddBo29	19	67	8927
evenBo18.oddBo10	32	86	1412
evenBo17.oddBo47	33	49	8468
evenBo16.oddBo25	34	71	2758
evenBo9.oddBo62	41	34	2566
evenBo8.oddBo46	42	50	10103
evenBo6.oddBo1	44	95	1492
evenBo19.oddBo1	31	95	2409
evenBo50.oddBo7	0	89	511
evenBo43.oddBo36	7	60	4163
evenBo15.oddBo45	35	51	2109
evenBo13.oddBo66	37	30	8227
evenBo2.oddBo56	48	40	1185
evenBo5.oddBo1	45	95	301
evenBo9.oddBo65	41	31	1548
evenBo38.oddBo25	12	71	8082
evenBo25.oddBo40	25	56	4796
evenBo1.oddBo46	49	50	788
evenBo12.oddBo12	38	84	1211
evenBo27.oddBo20	23	76	2824
evenBo4.oddBo58	46	38	1781
evenBo12.oddBo16	38	80	1492
evenBo46.oddBo55	4	41	11498
evenBo1.oddBo13	49	83	771
evenBo15.oddBo42	35	54	3424
evenBo16.oddBo35	34	61	8648
evenBo37.oddBo46	13	50	10707
evenBo10.oddBo65	40	31	1776
evenBo5.oddBo7	45	89	1408
evenBo19.oddBo7	31	89	838
evenBo37.oddBo33	13	63	2322
evenBo42.oddBo50	8	46	1488
evenBo29.oddBo19	21	77	1905
evenBo31.oddBo11	19	85	1806
evenBo27.oddBo45	23	51	2970
evenBo30.oddBo26	20	70	2305
evenBo20.oddBo7	30	89	547
evenBo13.oddBo16	37	80	1182
evenBo21.oddBo6	29	90	335
evenBo9.oddBo69	41	27	726
evenBo1.oddBo61	49	35	723
evenBo8.oddBo31	42	65	3853
evenBo13.oddBo28	37	68	3470
evenBo36.oddBo26	14	70	4882
evenBo7.oddBo60	43	36	4480
evenBo11.oddBo26	39	70	1043
evenBo13.oddBo2	37	94	1563
evenBo13.oddBo19	37	77	2093
evenBo48.oddBo44	2	52	3381
evenBo9.oddBo57	41	39	12181
evenBo34.oddBo39	16	57	11164
evenBo17.oddBo31	33	65	3461
evenBo45.oddBo24	5	72	9310
evenBo34.oddBo27	16	69	4923
evenBo46.oddBo12	4	84	978
evenBo4.oddBo11	46	85	2079
evenBo27.oddBo28	23	68	6066
evenBo2.oddBo32	48	64	2042
evenBo45.oddBo47	5	49	2817
evenBo13.oddBo51	37	45	4889
evenBo6.oddBo49	44	47	4685
evenBo43.oddBo50	7	46	373
evenBo37.oddBo37	13	59	9337
evenBo9.oddBo46	41	50	2851
evenBo24.oddBo40	26	56	6318
evenBo7.oddBo31	43	65	1611
evenBo7.oddBo21	43	75	1871
evenBo45.oddBo62	5	34	3879
evenBo4.oddBo53	46	43	1338
evenBo40.oddBo32	10	64	8973
evenBo43.oddBo51	7	45	990
evenBo28.oddBo12	22	84	1025
evenBo28.oddBo45	22	51	3664
evenBo49.oddBo45	1	51	1760
evenBo47.oddBo60	3	36	2824
evenBo47.oddBo11	3	85	1714
evenBo20.oddBo32	30	64	5413
evenBo24.oddBo30	26	66	6332
evenBo15.oddBo24	35	72	2165
evenBo18.oddBo28	32	68	5668
evenBo32.oddBo19	18	77	3651
evenBo50.oddBo42	0	54	469
evenBo28.oddBo1	22	95	622
evenBo48.oddBo64	2	32	1470
evenBo33.oddBo15	17	81	3138
evenBo34.oddBo32	16	64	8963
evenBo16.oddBo34	34	62	11295
evenBo28.oddBo20	22	76	1142
evenBo5.oddBo46	45	50	3063
evenBo7.oddBo66	43	30	525
evenBo3.oddBo1	47	95	945
evenBo39.oddBo30	11	66	6850
evenBo16.oddBo16	34	80	6402
evenBo15.oddBo5	35	91	490
evenBo8.oddBo64	42	32	6820
evenBo1.oddBo49	49	47	242
evenBo39.oddBo17	11	79	1162
evenBo42.oddBo8	8	88	1659
evenBo28.oddBo23	22	73	1312
evenBo21.oddBo9	29	87	1239
evenBo46.oddBo42	4	54	3689
evenBo8.oddBo9	42	87	1464
evenBo31.oddBo41	19	55	6341
evenBo8.oddBo1	42	95	1171
evenBo1.oddBo22	49	74	1273
evenBo41.oddBo49	9	47	3697
evenBo18.oddBo13	32	83	1319
evenBo5.oddBo22	45	74	1518
evenBo44.oddBo11	6	85	1246
evenBo41.oddBo27	9	69	6345
evenBo17.oddBo44	33	52	8646
evenBo46.oddBo30	4	66	1435
evenBo3.oddBo62	47	34	979
evenBo24.oddBo18	26	78	3217
evenBo25.oddBo12	25	84	534
evenBo16.oddBo19	34	77	2483
evenBo4.oddBo40	46	56	1590
evenBo12.oddBo21	38	75	4169
evenBo1.oddBo52	49	44	703
evenBo30.oddBo32	20	64	1860
evenBo33.oddBo38	17	58	13265
evenBo24.oddBo15	26	81	2006
evenBo37.oddBo25	13	71	14176
evenBo10.oddBo12	40	84	1063
evenBo21.oddBo19	29	77	2594
evenBo3.oddBo37	47	59	824
evenBo42.oddBo31	8	65	15256
evenBo26.oddBo22	24	74	3797
evenBo50.oddBo33	0	63	557
evenBo47.oddBo36	3	60	1243
evenBo24.oddBo42	26	54	5580
evenBo5.oddBo20	45	76	373
evenBo45.oddBo48	5	48	1698
evenBo31.oddBo25	19	71	2091
evenBo14.oddBo15	36	81	857
evenBo4.oddBo38	46	58	1639
evenBo48.oddBo29	2	67	4391
evenBo48.oddBo14	2	82	1480
evenBo47.oddBo3	3	93	1242
evenBo24.oddBo24	26	72	3046
evenBo6.oddBo36	44	60	7369
evenBo41.oddBo33	9	63	4193
evenBo5.oddBo40	45	56	887
evenBo45.oddBo59	5	37	13499
evenBo49.oddBo42	1	54	550
evenBo4.oddBo1	46	95	324
evenBo30.oddBo33	20	63	1993
evenBo49.oddBo4	1	92	983
evenBo50.oddBo35	0	61	1440
evenBo35.oddBo11	15	85	5631
evenBo39.oddBo45	11	51	8744
evenBo9.oddBo18	41	78	1005
evenBo23.oddBo23	27	73	1879
evenBo27.oddBo21	23	75	1761
evenBo41.oddBo25	9	71	5427
evenBo42.oddBo28	8	68	9584
evenBo48.oddBo45	2	51	2088
evenBo28.oddBo2	22	94	595
evenBo5.oddBo65	45	31	939
evenBo9.oddBo60	41	36	7365
evenBo18.oddBo19	32	77	3941
evenBo17.oddBo69	33	27	5575
evenBo31.oddBo16	19	80	4552
evenBo15.oddBo30	35	66	2008
evenBo50.oddBo21	0	75	8855
evenBo23.oddBo19	27	77	1230
evenBo49.oddBo28	1	68	6417
evenBo43.oddBo43	7	53	5760
evenBo31.oddBo9	19	87	2269
evenBo20.oddBo8	30	88	2763
evenBo14.oddBo21	36	75	6600
evenBo24.oddBo1	26	95	1928
evenBo26.oddBo1	24	95	835
evenBo46.oddBo26	4	70	4229
evenBo11.oddBo41	39	55	4259
evenBo39.oddBo15	11	81	1734
evenBo26.oddBo16	24	80	1831
evenBo5.oddBo15	45	81	666
evenBo50.oddBo17	0	79	1514
evenBo50.oddBo8	0	88	848
evenBo14.oddBo27	36	69	2491
evenBo25.oddBo3	25	93	810
evenBo16.oddBo1	34	95	2492
evenBo39.oddBo34	11	62	6253
evenBo36.oddBo12	14	84	4061
evenBo31.oddBo14	19	82	1901
evenBo27.oddBo16	23	80	2238
evenBo11.oddBo49	39	47	4597
evenBo10.oddBo45	40	51	2871
evenBo45.oddBo55	5	41	4077
evenBo7.oddBo42	43	54	6446
evenBo9.oddBo6	41	90	894
evenBo50.oddBo15	0	81	537
evenBo47.oddBo7	3	89	960
evenBo33.oddBo3	17	93	1443
evenBo16.oddBo31	34	65	6568
evenBo17.oddBo46	33	50	11904
evenBo12.oddBo44	38	52	7955
evenBo47.oddBo49	3	47	1361
evenBo43.oddBo48	7	48	1196
evenBo15.oddBo23	35	73	2948
evenBo44.oddBo39	6	57	5223
evenBo13.oddBo21	37	75	5221
evenBo27.oddBo38	23	58	4431
evenBo6.oddBo5	44	91	265
evenBo14.oddBo6	36	90	1430
evenBo22.oddBo13	28	83	1320
evenBo50.oddBo53	0	43	5462
evenBo1.oddBo59	49	37	1399
evenBo24.oddBo3	26	93	3172
evenBo1.oddBo36	49	60	685
evenBo32.oddBo41	18	55	5527
evenBo30.oddBo15	20	81	2192
evenBo29.oddBo4	21	92	2873
evenBo41.oddBo2	9	94	1004
evenBo35.oddBo5	15	91	1700
evenBo48.oddBo12	2	84	697
evenBo5.oddBo21	45	75	843
evenBo3.oddBo7	47	89	429
evenBo10.oddBo67	40	29	3195
evenBo24.oddBo33	26	63	4370
evenBo24.oddBo20	26	76	1419
evenBo5.oddBo61	45	35	492
evenBo43.oddBo10	7	86	1062
evenBo12.oddBo49	38	47	3634
evenBo28.oddBo3	22	93	1137
evenBo13.oddBo12	37	84	1164
evenBo19.oddBo5	31	91	690
evenBo43.oddBo18	7	78	3450
evenBo22.oddBo10	28	86	1236
evenBo30.oddBo35	20	61	3263
evenBo37.oddBo15	13	81	6287
evenBo12.oddBo60	38	36	16912
evenBo5.oddBo3	45	93	302
evenBo10.oddBo3	40	93	1942
evenBo18.oddBo4	32	92	1245
evenBo29.oddBo27	21	69	1253
evenBo13.oddBo5	37	91	564
evenBo50.oddBo52	0	44	452
evenBo17.oddBo25	33	71	2982
evenBo2.oddBo54	48	42	1952
evenBo6.oddBo16	44	80	1168
evenBo48.oddBo66	2	30	4543
evenBo23.oddBo33	27	63	2753
evenBo18.oddBo1	32	95	1441
evenBo2.oddBo70	48	26	2263
evenBo44.oddBo31	6	65	7088
evenBo45.oddBo66	5	30	3177
evenBo9.oddBo66	41	30	1741
evenBo28.oddBo25	22	71	2702
evenBo7.oddBo33	43	63	2281
evenBo15.oddBo6	35	90	1279
evenBo24.oddBo12	26	84	1584
evenBo22.oddBo42	28	54	6580
evenBo1.oddBo63	49	33	1355
evenBo48.oddBo6	2	90	370
evenBo8.oddBo42	42	54	7804
evenBo4.oddBo70	46	26	1251
evenBo38.oddBo48	12	48	11704
evenBo34.oddBo44	16	52	10617
evenBo40.oddBo48	10	48	3436
evenBo21.oddBo11	29	85	1908
evenBo11.oddBo19	39	77	1618
evenBo15.oddBo35	35	61	7893
evenBo39.oddBo19	11	77	1141
evenBo50.oddBo16	0	80	1820
evenBo3.oddBo18	47	78	543
evenBo18.oddBo18	32	78	3777
evenBo3.oddBo9	47	87	770
evenBo37.oddBo19	13	77	1455
evenBo48.oddBo16	2	80	4563
evenBo50.oddBo51	0	45	850
evenBo41.oddBo19	9	77	3835
evenBo39.oddBo20	11	76	3965
evenBo21.oddBo14	29	82	2482
evenBo44.oddBo3	6	93	2621
evenBo39.oddBo32	11	64	3945
evenBo6.oddBo34	44	62	2010
evenBo8.oddBo62	42	34	2311
evenBo25.oddBo39	25	57	8862
evenBo48.oddBo31	2	65	1370
evenBo4.oddBo64	46	32	2408
evenBo10.oddBo68	40	28	2917
evenBo49.oddBo30	1	66	1393
evenBo6.oddBo9	44	87	524
evenBo48.oddBo30	2	66	1246
evenBo27.oddBo2	23	94	584
evenBo25.oddBo8	25	88	1167
evenBo43.oddBo60	7	36	5358
evenBo43.oddBo38	7	58	3735
evenBo13.oddBo13	37	83	1087
evenBo48.oddBo47	2	49	980
evenBo39.oddBo42	11	54	6303
evenBo7.oddBo67	43	29	665
evenBo3.oddBo35	47	61	1523
evenBo21.oddBo35	29	61	4405
evenBo17.oddBo8	33	88	978
evenBo44.oddBo46	6	50	1753
evenBo47.oddBo61	3	35	1853
evenBo15.oddBo70	35	26	1876
evenBo30.oddBo13	20	83	2463
evenBo37.oddBo3	13	93	1050
evenBo12.oddBo35	38	61	3120
evenBo37.oddBo20	13	76	3621
evenBo8.oddBo10	42	86	501
evenBo1.oddBo33	49	63	906
evenBo17.oddBo29	33	67	4041
evenBo6.oddBo13	44	83	1058
evenBo39.oddBo43	11	53	9810
evenBo35.oddBo8	15	88	947
evenBo28.oddBo9	22	87	988
evenBo21.oddBo28	29	68	3232
evenBo32.oddBo46	18	50	14563
evenBo47.oddBo48	3	48	1331
evenBo23.oddBo12	27	84	3672
evenBo41.oddBo18	9	78	3165
evenBo39.oddBo5	11	91	335
evenBo50.oddBo50	0	46	270
evenBo13.oddBo15	37	81	564
evenBo8.oddBo12	42	84	1366
evenBo14.oddBo45	36	51	6023
evenBo3.oddBo26	47	70	1490
evenBo4.oddBo51	46	45	700
evenBo35.oddBo19	15	77	2022
evenBo29.oddBo2	21	94	388
evenBo5.oddBo36	45	60	888
evenBo50.oddBo13	0	83	1104
evenBo12.oddBo64	38	32	4218
evenBo3.oddBo19	47	77	789
evenBo49.oddBo18	1	78	9771
evenBo19.oddBo6	31	90	831
evenBo46.oddBo49	4	47	839
evenBo11.oddBo3	39	93	1929
evenBo9.oddBo4	41	92	2663
evenBo48.oddBo36	2	60	252
evenBo3.oddBo54	47	42	1142
evenBo24.oddBo19	26	77	1255
evenBo25.oddBo46	25	50	5862
evenBo16.oddBo13	34	83	4355
evenBo27.oddBo17	23	79	2238
evenBo25.oddBo20	25	76	1538
evenBo46.oddBo13	4	83	2205
evenBo28.oddBo17	22	79	876
evenBo23.oddBo43	27	53	14197
evenBo36.oddBo13	14	83	2344
evenBo7.oddBo25	43	71	2643
evenBo7.oddBo26	43	70	2970
evenBo48.oddBo61	2	35	18009
evenBo5.oddBo5	45	91	1223
evenBo22.oddBo29	28	67	1134
evenBo16.oddBo18	34	78	2323
evenBo49.oddBo65	1	31	3762
evenBo26.oddBo24	24	72	1721
evenBo13.oddBo23	37	73	1703
evenBo29.oddBo33	21	63	4345
evenBo3.oddBo39	47	57	1160
evenBo43.oddBo13	7	83	7671
evenBo10.oddBo27	40	69	4333
evenBo50.oddBo23	0	73	5253
evenBo3.oddBo16	47	80	403
evenBo19.oddBo19	31	77	3223
evenBo2.oddBo65	48	31	723
evenBo50.oddBo11	0	85	834
evenBo48.oddBo34	2	62	2729
evenBo27.oddBo11	23	85	912
evenBo15.oddBo16	35	80	3887
evenBo28.oddBo7	22	89	2620
evenBo23.oddBo44	27	52	10446
evenBo32.oddBo6	18	90	1342
evenBo16.oddBo11	34	85	1524
evenBo26.oddBo13	24	83	1207
evenBo42.oddBo9	8	87	2286
evenBo23.oddBo45	27	51	11064
evenBo16.oddBo47	34	49	8577
evenBo5.oddBo54	45	42	1380
evenBo1.oddBo20	49	76	2145
evenBo3.oddBo25	47	71	1601
evenBo14.oddBo69	36	27	6688
evenBo9.oddBo31	41	65	3006
evenBo4.oddBo65	46	31	1426
evenBo3.oddBo5	47	91	330
evenBo6.oddBo54	44	42	5757
evenBo47.oddBo65	3	31	1878
evenBo20.oddBo3	30	93	1766
evenBo42.oddBo10	8	86	1738
evenBo13.oddBo70	37	26	2894
evenBo23.oddBo3	27	93	1747
evenBo29.oddBo20	21	76	3205
evenBo29.oddBo17	21	79	1596
evenBo6.oddBo56	44	40	5995
evenBo13.oddBo68	37	28	2140
evenBo4.oddBo44	46	52	4891
evenBo31.oddBo19	19	77	1234
evenBo6.oddBo24	44	72	624
evenBo5.oddBo63	45	33	840
evenBo50.oddBo37	0	59	729
evenBo38.oddBo19	12	77	2329
evenBo12.oddBo3	38	93	586
evenBo12.oddBo66	38	30	2551
evenBo22.oddBo19	28	77	679
evenBo9.oddBo34	41	62	4277
evenBo1.oddBo41	49	55	929
evenBo9.oddBo30	41	66	9064
evenBo8.oddBo20	42	76	1137
evenBo17.oddBo3	33	93	1481
evenBo6.oddBo11	44	85	641
evenBo50.oddBo28	0	68	1384
evenBo19.oddBo63	31	33	4091
evenBo21.oddBo1	29	95	800
evenBo11.oddBo67	39	29	2963
evenBo15.oddBo25	35	71	4072
evenBo6.oddBo58	44	38	6610
evenBo41.oddBo34	9	62	4854
evenBo21.oddBo29	29	67	2879
evenBo10.oddBo47	40	49	5014
evenBo45.oddBo68	5	28	4347
evenBo32.oddBo34	18	62	1959
evenBo5.oddBo57	45	39	367
evenBo27.oddBo25	23	71	1604
evenBo31.oddBo1	19	95	563
evenBo48.oddBo11	2	85	1095
evenBo34.oddBo4	16	92	775
evenBo1.oddBo37	49	59	1013
evenBo43.oddBo30	7	66	1142
evenBo10.oddBo11	40	85	1355
evenBo2.oddBo57	48	39	633
evenBo10.oddBo42	40	54	1444
evenBo44.oddBo45	6	51	6821
evenBo23.oddBo15	27	81	1024
evenBo32.oddBo14	18	82	1455
evenBo28.oddBo24	22	72	1905
evenBo2.oddBo25	48	71	1126
evenBo44.oddBo5	6	91	2414
evenBo16.oddBo27	34	69	6377
evenBo48.oddBo40	2	56	1352
evenBo46.oddBo6	4	90	1331
evenBo15.oddBo43	35	53	4439
evenBo43.oddBo25	7	71	1736
evenBo22.oddBo16	28	80	3729
evenBo37.oddBo34	13	62	5488
evenBo11.oddBo53	39	43	11334
evenBo24.oddBo16	26	80	2670
evenBo43.oddBo1	7	95	680
evenBo37.oddBo6	13	90	1104
evenBo3.oddBo59	47	37	1444
evenBo11.oddBo32	39	64	985
evenBo6.oddBo26	44	70	983
evenBo21.oddBo2	29	94	805
evenBo46.oddBo54	4	42	11103
evenBo33.oddBo5	17	91	712
evenBo3.oddBo32	47	64	823
evenBo26.oddBo10	24	86	719
evenBo46.oddBo1	4	95	1584
evenBo13.oddBo3	37	93	1717
evenBo18.oddBo8	32	88	721
evenBo45.oddBo3	5	93	3053
evenBo2.oddBo48	48	48	691
evenBo50.oddBo12	0	84	981
evenBo50.oddBo44	0	52	424
evenBo7.oddBo16	43	80	505
evenBo9.oddBo8	41	88	685
evenBo30.oddBo14	20	82	962
evenBo3.oddBo70	47	26	442
evenBo43.oddBo40	7	56	1962
evenBo38.oddBo8	12	88	1237
evenBo45.oddBo56	5	40	8217
evenBo6.oddBo63	44	33	1209
evenBo4.oddBo31	46	65	1027
evenBo30.oddBo17	20	79	1584
evenBo14.oddBo9	36	87	1987
evenBo23.oddBo4	27	92	361
evenBo48.oddBo7	2	89	579
evenBo9.oddBo11	41	85	740
evenBo12.oddBo14	38	82	1157
evenBo32.oddBo7	18	89	9408
evenBo40.oddBo53	10	43	5425
evenBo15.oddBo27	35	69	1391
evenBo48.oddBo15	2	81	1966
evenBo27.oddBo23	23	73	949
evenBo5.oddBo24	45	72	600
evenBo17.oddBo68	33	28	1910
evenBo4.oddBo15	46	81	1486
evenBo29.oddBo40	21	56	8369
evenBo40.oddBo51	10	45	10618
evenBo14.oddBo13	36	83	1489
evenBo43.oddBo49	7	47	1994
evenBo8.oddBo5	42	91	1318
evenBo6.oddBo69	44	27	566
evenBo25.oddBo10	25	86	2279
evenBo42.oddBo49	8	47	3065
evenBo18.oddBo33	32	63	2231
evenBo23.oddBo22	27	74	3403
evenBo45.oddBo65	5	31	2934
evenBo22.oddBo8	28	88	1008
evenBo2.oddBo11	48	85	308
evenBo26.oddBo7	24	89	2238
evenBo27.oddBo7	23	89	1818
evenBo21.oddBo12	29	84	950
evenBo47.oddBo47	3	49	1835
evenBo30.oddBo7	20	89	3098
evenBo33.oddBo2	17	94	527
evenBo2.oddBo26	48	70	318
evenBo25.oddBo27	25	69	4330
evenBo3.oddBo15	47	81	434
evenBo4.oddBo36	46	60	10339
evenBo30.oddBo5	20	91	1113
evenBo8.oddBo28	42	68	3250
evenBo21.oddBo27	29	69	2324
evenBo34.oddBo3	16	93	987
evenBo49.oddBo5	1	91	669
evenBo3.oddBo10	47	86	262
evenBo38.oddBo3	12	93	956
evenBo30.oddBo34	20	62	2830
evenBo35.oddBo35	15	61	6605
evenBo45.oddBo10	5	86	1314
evenBo25.oddBo18	25	78	1622
evenBo32.oddBo1	18	95	1778
evenBo24.oddBo11	26	85	1174
evenBo16.oddBo2	34	94	1808
evenBo40.oddBo7	10	89	934
evenBo48.oddBo37	2	59	1142
evenBo23.oddBo17	27	79	1080
evenBo7.oddBo24	43	72	1200
evenBo9.oddBo1	41	95	1073
evenBo40.oddBo6	10	90	1734
evenBo35.oddBo4	15	92	1046
evenBo14.oddBo70	36	26	2342
evenBo28.oddBo40	22	56	4281
evenBo42.oddBo7	8	89	1095
evenBo49.oddBo64	1	32	1391
evenBo12.oddBo6	38	90	440
evenBo4.oddBo41	46	55	5191
evenBo12.oddBo17	38	79	581
evenBo3.oddBo66	47	30	1116
evenBo46.oddBo62	4	34	1858
evenBo4.oddBo61	46	35	1192
evenBo6.oddBo32	44	64	1723
evenBo18.oddBo68	32	28	4600
evenBo4.oddBo60	46	36	758
evenBo11.oddBo18	39	78	797
evenBo42.oddBo24	8	72	3289
evenBo4.oddBo20	46	76	750
evenBo27.oddBo37	23	59	10506
evenBo15.oddBo9	35	87	331
evenBo49.oddBo20	1	76	4389
evenBo41.oddBo8	9	88	1438
evenBo10.oddBo30	40	66	2114
evenBo47.oddBo27	3	69	6612
evenBo44.oddBo50	6	46	1006
evenBo4.oddBo32	46	64	554
evenBo3.oddBo30	47	66	937
evenBo50.oddBo34	0	62	901
evenBo7.oddBo68	43	28	741
evenBo28.oddBo14	22	82	883
evenBo20.oddBo16	30	80	2580
evenBo20.oddBo18	30	78	1941
evenBo45.oddBo52	5	44	2452
evenBo46.oddBo47	4	49	934
evenBo29.oddBo26	21	70	2813
evenBo31.oddBo18	19	78	1049
evenBo42.oddBo2	8	94	1255
evenBo40.oddBo8	10	88	1567
evenBo43.oddBo11	7	85	1752
evenBo9.oddBo9	41	87	739
evenBo4.oddBo49	46	47	328
evenBo12.oddBo23	38	73	950
evenBo12.oddBo8	38	88	429
evenBo1.oddBo47	49	49	330
evenBo31.oddBo30	19	66	9368
evenBo13.oddBo6	37	90	1156
evenBo22.oddBo14	28	82	2223
evenBo9.oddBo68	41	28	2292
evenBo43.oddBo6	7	90	1387
evenBo10.oddBo41	40	55	5035
evenBo40.oddBo17	10	79	2767
evenBo2.oddBo20	48	76	598
evenBo29.oddBo11	21	85	1026
evenBo39.oddBo44	11	52	1615
evenBo32.oddBo3	18	93	862
evenBo44.oddBo40	6	56	2365
evenBo2.oddBo1	48	95	553
evenBo31.oddBo21	19	75	3632
evenBo47.oddBo9	3	87	877
evenBo21.oddBo20	29	76	1018
evenBo44.oddBo9	6	87	594
evenBo39.oddBo50	11	46	5061
evenBo25.oddBo13	25	83	556
evenBo46.oddBo50	4	46	624
evenBo8.oddBo22	42	74	2305
evenBo41.oddBo5	9	91	1293
evenBo48.oddBo5	2	91	523
evenBo6.oddBo23	44	73	2026
evenBo9.oddBo3	41	93	410
evenBo19.oddBo3	31	93	1250
evenBo3.oddBo67	47	29	764
evenBo48.oddBo38	2	58	1199
evenBo9.oddBo5	41	91	818
evenBo6.oddBo70	44	26	1110
evenBo18.oddBo24	32	72	2018
evenBo50.oddBo41	0	55	770
evenBo2.oddBo6	48	90	564
evenBo9.oddBo12	41	84	561
evenBo8.oddBo16	42	80	1893
evenBo15.oddBo20	35	76	2018
evenBo49.oddBo1	1	95	1996
evenBo27.oddBo22	23	74	2048
evenBo2.oddBo21	48	75	991
evenBo3.oddBo53	47	43	453
evenBo6.oddBo25	44	71	934
evenBo1.oddBo66	49	30	505
evenBo15.oddBo69	35	27	3852
evenBo36.oddBo24	14	72	4025
evenBo18.oddBo9	32	87	791
evenBo8.oddBo13	42	83	735
evenBo39.oddBo39	11	57	2161
evenBo27.oddBo10	23	86	740
evenBo33.oddBo4	17	92	1206
evenBo47.oddBo37	3	59	873
evenBo27.oddBo4	23	92	2116
evenBo45.oddBo5	5	91	1213
evenBo4.oddBo34	46	62	892
evenBo6.oddBo19	44	77	652
evenBo30.oddBo3	20	93	847
evenBo48.oddBo4	2	92	1117
evenBo49.oddBo12	1	84	1572
evenBo6.oddBo27	44	69	730
evenBo26.oddBo14	24	82	766
evenBo19.oddBo8	31	88	1615
evenBo26.oddBo6	24	90	1633
evenBo18.oddBo17	32	79	3015
evenBo35.oddBo18	15	78	2575
evenBo17.oddBo10	33	86	1701
evenBo5.oddBo39	45	57	1407
evenBo12.oddBo15	38	81	595
